label,log_loss,brier_score,ece,temperature
raw_logistic,0.5491171952476038,0.18465707306292578,0.06806033968572926,1.0
temperature_scaled,0.557960826631931,0.18870137078447477,0.08273583226423505,1.6500000000000001
