label,log_loss,brier_score,ece
logistic_baseline,0.5491171952476038,0.18465707306292578,0.06806033968572926
boosting_raw,0.6018230813754623,0.2078240686003807,0.08724659713710108
boosting_platt,0.6027380245105302,0.20813452686562725,0.1021764008525241
