label,mean_predicted_probability,fraction_positives
logistic_baseline,0.06377616962921935,0.125
logistic_baseline,0.15643926130973826,0.2727272727272727
logistic_baseline,0.25552195815993034,0.25
logistic_baseline,0.34600978487614836,0.2222222222222222
logistic_baseline,0.45707144367426367,0.5
logistic_baseline,0.5446038082127691,0.55
logistic_baseline,0.6567257646737538,0.7058823529411765
logistic_baseline,0.7559237534381892,0.8181818181818182
logistic_baseline,0.8439774550402687,0.75
logistic_baseline,0.9382305748609029,0.8571428571428571
boosting_raw,0.14567918942639724,0.0
boosting_raw,0.2604413468035107,0.2727272727272727
boosting_raw,0.36645704855865197,0.3157894736842105
boosting_raw,0.4273514862858431,0.625
boosting_raw,0.5826958617408116,0.3333333333333333
boosting_raw,0.6384415820814776,0.7272727272727273
boosting_raw,0.7390020784991038,0.7692307692307693
boosting_raw,0.8454886330429024,0.6666666666666666
boosting_platt,0.25664019672299115,0.16666666666666666
boosting_platt,0.36292050999599246,0.2
boosting_platt,0.42606607467625657,0.5277777777777778
boosting_platt,0.5713509228449536,0.4444444444444444
boosting_platt,0.6378738839505428,0.875
boosting_platt,0.7408231496263431,0.7142857142857143
logistic_baseline,0.05964568847746673,0.0
logistic_baseline,0.1569063625210988,0.36363636363636365
logistic_baseline,0.24667089779763124,0.2
logistic_baseline,0.357378586942243,0.5555555555555556
logistic_baseline,0.44205725673956775,0.35294117647058826
logistic_baseline,0.5563856329288243,0.6
logistic_baseline,0.6526101900215803,0.5
logistic_baseline,0.7408198133661391,0.7333333333333333
logistic_baseline,0.8552908951469536,0.7647058823529411
logistic_baseline,0.9514883515918487,1.0
boosting_raw,0.16898477875706383,0.0
boosting_raw,0.2632678675743728,0.26666666666666666
boosting_raw,0.35605043443941,0.3181818181818182
boosting_raw,0.4385262626241914,0.6
boosting_raw,0.5759968283050929,0.4
boosting_raw,0.6486868143561936,0.65
boosting_raw,0.7425535473299396,0.7647058823529411
boosting_raw,0.8450431232794464,1.0
boosting_platt,0.18140923769918327,0.0
boosting_platt,0.2554917555563791,0.08333333333333333
boosting_platt,0.3534669505130766,0.34615384615384615
boosting_platt,0.43828530188196596,0.5925925925925926
boosting_platt,0.5632701238842682,0.39285714285714285
boosting_platt,0.6450464767638725,0.7083333333333334
boosting_platt,0.7392202352781356,0.8333333333333334
boosting_platt,0.817218646205665,1.0
logistic_baseline,0.04807052972495892,0.0
logistic_baseline,0.1627203307898171,0.08333333333333333
logistic_baseline,0.23612475454969864,0.07142857142857142
logistic_baseline,0.3590982423725219,0.3333333333333333
logistic_baseline,0.44830397763803354,0.4444444444444444
logistic_baseline,0.5534385218468343,0.5714285714285714
logistic_baseline,0.6471462299053073,0.6428571428571429
logistic_baseline,0.7670963378843841,0.9285714285714286
logistic_baseline,0.8492083423688364,0.9285714285714286
logistic_baseline,0.9672711623115209,1.0
boosting_raw,0.15158088822126364,0.0
boosting_raw,0.2664154038271375,0.09090909090909091
boosting_raw,0.36122650427166064,0.27586206896551724
boosting_raw,0.43376479057074363,0.45454545454545453
boosting_raw,0.5722614645381464,0.5714285714285714
boosting_raw,0.646639478435436,0.7096774193548387
boosting_raw,0.7371731369206118,0.8888888888888888
boosting_raw,0.8487084897689866,1.0
boosting_platt,0.13719298208339864,0.0
boosting_platt,0.261796850459791,0.2
boosting_platt,0.35777673421415146,0.2857142857142857
boosting_platt,0.4272833839887431,0.4444444444444444
boosting_platt,0.5726074362943528,0.5789473684210527
boosting_platt,0.6469022375267504,0.7241379310344828
boosting_platt,0.7415706563128887,0.7692307692307693
boosting_platt,0.8658206848169033,1.0
