alpha,label,log_loss,brier_score,ece
0.0,ensemble_alpha_0.00,0.5477344031313061,0.18469053495034152,0.06760544123795252
0.25,ensemble_alpha_0.25,0.5486986120005201,0.18512844159865516,0.06575445121237998
0.5,ensemble_alpha_0.50,0.5508345352448757,0.1859428831204486,0.07214229998400538
0.75,ensemble_alpha_0.75,0.5539606294407667,0.18713385951572178,0.06590794503379986
1.0,ensemble_alpha_1.00,0.557960826631931,0.18870137078447477,0.08273583226423505
