test_season,brier_score_boosting_raw,brier_score_logistic_baseline,ece_boosting_raw,ece_logistic_baseline,log_loss_boosting_raw,log_loss_logistic_baseline,log_loss_improvement,brier_improvement,ece_improvement
2023,0.2259991854480023,0.20336183462473686,0.09394629968123804,0.06089463015740655,0.6430789813772344,0.6049723114681113,-0.03810666990912315,-0.02263735082326543,-0.033051669523831484
2024,0.21976984741880895,0.19558533398269398,0.11843090279924058,0.08340544562284977,0.6280557497540122,0.5700411692105608,-0.05801458054345143,-0.02418451343611497,-0.035025457176390815
2025,0.2033721063102631,0.1550240505813465,0.0903069514146573,0.059880943276931484,0.5945728451396929,0.47233810506413954,-0.12223474007555335,-0.048348055728916595,-0.03042600813772582
